file;bleu;sqam;bleuLow;bleuMedium;bleuHigh;sqamLow;sqamMedium;sqamHigh;aggregate_precision;low_aggregate_precision;medium_aggregate_precision;high_aggregate_precision;aggregate_recall;low_aggregate_recall;medium_aggregate_recall;high_aggregate_recall;aggregate_execution_accuracy;low_aggregate_execution_accuracy;medium_aggregate_execution_accuracy;high_aggregate_execution_accuracy;aggregate_f1;low_aggregate_f1;medium_aggregate_f1;high_aggregate_f1
dbrx_cleaned.json;0,8426753688542425;80,97542334511036;0,9507594378440349;0,8658031438561049;0,7544947116267012;94,90262511315142;84,33485776358734;69,36066780325154;0,8129811917174932;0,975343764817449;0,8685397153571525;0,6665615807595261;0,8111763868696878;0,9625725404527248;0,8635135359148282;0,6741968106730297;0,640506329113924;0,9279279279279279;0,7391304347826086;0,38095238095238093;0,8120777865212666;0,968916070278039;0,8660193329965268;0,6703574555070781
gemma_cleaned.json;0,6938995190936401;61,723459341819776;0,7826875416935797;0,754221592194949;0,5936612112338794;76,27033507721109;64,13258501147246;50,329175260793136;0,41644723856648175;0,7426062956961664;0,41756068972568156;0,19671357793471697;0,5156473312884374;0,8844885257572777;0,5580018844558186;0,24007293325866577;0,31139240506329113;0,6396396396396397;0,2956521739130435;0,10119047619047619;0,4607684973911389;0,8073613646089144;0,47767238700621345;0,2162411359158754
gpt-3-5_cleaned.json;0,8716042364582114;84,05723443603576;0,9705773844011927;0,9009693456048923;0,7853458868327285;96,68882895198684;87,47578624994608;73,27638196321321;0,8210042089869815;0,9656354467675222;0,868908519199909;0,6915871919682922;0,8302455067042881;0,9721122942321099;0,8972700021961614;0,6896217871182797;0,6658227848101266;0,9279279279279279;0,7478260869565218;0,43452380952380953;0,8255989981641195;0,9688630461927631;0,8828615448391901;0,6906030911972417
gpt-4_cleaned.json;0,8394525241480981;88,47142930946536;0,9435847337314813;0,8534352573788179;0,7610264959812705;98,55062718220614;90,53900949602902;80,32802897601562;0,88288229623163;0,9933617828354669;0,9343699630393787;0,7739452581382648;0,9275879541585429;0,9988592488592489;0,9606906535031086;0,8574073816451803;0,7468354430379747;0,9819819819819819;0,7913043478260869;0,5595238095238095;0,9046831702954554;0,9961029308123136;0,947347522892127;0,8135413044786208
llama-3-70b_cleaned.json;0,8719217358503865;83,91360739828643;0,9768780024086097;0,8911012070452526;0,7886844558532322;97,44575197206777;86,29456117969386;73,24715427237399;0,8377473773143418;0,9830504110261944;0,8731846370768651;0,7165201497108202;0,8796954651295807;0,9896180610466325;0,918403320550593;0,7798554886112499;0,6531645569620254;0,9459459459459459;0,7130434782608696;0,4166666666666667;0,8582091357391877;0,986323303123103;0,8952233316048126;0,7468474588093621
llama-3_cleaned.json;0,7162096601017227;62,92687875316048;0,8058036044309561;0,7539413525950092;0,631035320093026;76,98818042712048;66,60268823807722;50,99350837138898;0,542883877427786;0,6727138558262694;0,5770137184018216;0,4310197379229169;0,8073027396856906;0,9537273316075159;0,8710268139693541;0,6657902664341528;0,3670886075949367;0,5675675675675675;0,40869565217391307;0,20238095238095238;0,6492015785426907;0,7889441015262176;0,6941717576553565;0,5232788632672867
llama_cleaned.json;0,5376091908315908;46,94343820829587;0,754943510260505;0,598829635498363;0,3520783334223238;69,3746255461167;48,56796094553656;30,980709213816812;0,22993276509585472;0,4574439770718582;0,18373095673476156;0,11260774246064756;0,31711659344069454;0,6918465580024921;0,2559316457732377;0,11329730480282965;0,17468354430379746;0,38738738738738737;0,09565217391304348;0,08928571428571429;0,26657739032053096;0,55074157727343;0,2139029604445992;0,11295147120677176
mistral_cleaned.json;0,6620059892020737;58,079041455405225;0,7633188743604649;0,7037398668177938;0,5660265456694705;78,20876580171988;61,96781393340917;41,96154310854935;0,6061605460275697;0,8526095358326381;0,6492479234999435;0,4114895595296052;0,6423602136729376;0,8929711182269887;0,7111607332434854;0,4275536068727009;0,4;0,7567567567567568;0,43478260869565216;0,13690476190476192;0,6237355924458579;0,8723237036945962;0,6787954884649191;0,4193678046904789
mixtral_cleaned.json;0,7920637697588029;75,00855621916034;0,8907687295077168;0,8041289004548856;0,718565402251756;90,28869795975055;76,15091639443312;64,1699868752658;0,7399346723062696;0,9766215869856427;0,7897103632821322;0,5538839739769351;0,815670098083015;0,9893882393882394;0,8829944690880295;0,65966208467603;0,5772151898734177;0,954954954954955;0,6260869565217392;0,2976190476190476;0,7759587759351549;0,9829634618647294;0,8337512625841565;0,6021629823392715
nsql_cleaned.json;0,5846057012108831;57,03691674954243;0,7983037896985703;0,5933646299851244;0,4367653881645228;80,47695351255717;56,32291895831931;41,9707353770065;0,05991418385261382;0,16200413318104367;0,03636012788241969;0,008941840072668704;0,1180403149728656;0,18745668745668745;0,12070695233569073;0,0710531701665784;0,04556962025316456;0,14414414414414414;0,008695652173913044;0,005952380952380952;0,07948424097151409;0,1738035073859812;0,0558859337950155;0,015884642864235705
